facilityId,facilityName,siteAddress,streetNumber,streetDirection,streetName,streetType,streetUnit,city,state,zip,typeOfFacility,categoryOfFacility,inspectionType,inspectionDate,violationCode,violation,violationPoints,violationType,violationStatus,inspectionScore,location,concat_address,split_coords,google_coords
FA0000945,PEAK GOLF,1200 CORNELL DR,1200,,CORNELL,DR,,LONGMONT,CO,805032154,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/6/2019,FC54,Garbage & refuse properly disposed; facilities maintained,2,,Not Observed,55,"1200 CORNELL DR
LONGMONT, CO 805032154
(40.180008, -105.145714)",1200 CORNELL DR LONGMONT CO USA,"40.180008, -105.145714","40.1792325,-105.1459488"
FA0001074,KITCHEN THE,1039 PEARL ST,1039,,PEARL,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/21/2014,02E,Smoking Eating Drinking,0,Critical,In,35,"1039 PEARL ST
BOULDER, CO 80302
(40.017559, -105.281616)",1039 PEARL ST BOULDER CO USA,"40.017559, -105.281616","40.0178146,-105.2817688"
FA0002689,DELI AT 8236 THE,34 E 1ST ST,34,E,1ST,ST,,NEDERLAND,CO,80466,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,10/15/2019,FC04,Proper use of restriction and exclusion,25,Critical,In,10,"34 E 1ST ST
NEDERLAND, CO 80466
(39.961884, -105.509481)",34 E 1ST ST NEDERLAND CO USA,"39.961884, -105.509481","39.9617855,-105.5096031"
FA0001037,BF MOUNTAIN MARKET,60 LAKEVIEW DR,60,,LAKEVIEW,DR,,NEDERLAND,CO,80466,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,10/15/2019,FC53,"Toilet facilities: properly constructed, supplied, & cleaned",5,,Not Observed,40,"60 LAKEVIEW DR
NEDERLAND, CO 80466
(39.960647, -105.509186)",60 LAKEVIEW DR NEDERLAND CO USA,"39.960647, -105.509186","39.9602118,-105.5088811"
FA0000360,DELI ZONE VALMONT,2900 VALMONT RD UNIT D1,2900,,VALMONT,RD,D1,BOULDER,CO,803011344,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/8/2014,03A,Cooling Methods,0,Critical,Not Observed,30,"2900 VALMONT RD UNIT D1
BOULDER, CO 803011344
(40.029109, -105.255597)",2900 VALMONT RD UNIT D1 BOULDER CO USA,"40.029109, -105.255597","40.0286851,-105.2555386"
FA0002676,HOLIDAY INN EXPRESS QWMCO,1355 DRY CREEK DR,1355,,DRY CREEK,DR,,LONGMONT,CO,80503,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,10/4/2016,06C,Soap and Drying Devices,0,Critical,In,5,"1355 DRY CREEK DR
LONGMONT, CO 80503
(40.142085, -105.133748)",1355 DRY CREEK DR LONGMONT CO USA,"40.142085, -105.133748","40.1419518,-105.1346212"
FA0000672,BLACKJACK PIZZA & SALADS,1075 E SOUTH BOULDER RD UNIT 115,1075,E,SOUTH BOULDER,RD,115,LOUISVILLE,CO,800272526,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/14/2013,12B,Non-Food Contact Surfaces Cleaning,0,Non-Critical,Not Observed,10,"1075 E SOUTH BOULDER RD UNIT 115
LOUISVILLE, CO 800272526
(39.986961, -105.129788)",1075 E SOUTH BOULDER RD UNIT 115 LOUISVILLE CO USA,"39.986961, -105.129788","39.9873792,-105.1298839"
FA0002719,STARBUCKS COFFEE 13426,3336 ARAPAHOE AVE,3336,,ARAPAHOE,AVE,,ERIE,CO,80516,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,10/16/2019,FC15,Food separated and protected,10,Critical,Not Applicable,0,"3336 ARAPAHOE AVE
ERIE, CO 80516
(40.015248, -105.101906)",3336 ARAPAHOE AVE ERIE CO USA,"40.015248, -105.101906","40.01589,-105.1023705"
FA0005319,LA GARNACHA (MOBILE),1515 MAIN ST,1515,,MAIN,ST,,Longmont,CO,80501,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,10/16/2019,FC38,"Insects, rodents, & animals not present",10,,Not Observed,10,"1515 MAIN ST
Longmont, CO 80501
(40.185769, -105.102333)",1515 MAIN ST Longmont CO USA,"40.185769, -105.102333","40.18535079999999,-105.103147"
FA0003015,MACS PLACE @GE OIL & GAS,1800 NELSON RD,1800,,NELSON,RD,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/21/2019,FC18,Proper cooking time & temperatures,25,Critical,In,25,"1800 NELSON RD
LONGMONT, CO 80501
(40.15237, -105.122397)",1800 NELSON RD LONGMONT CO USA,"40.15237, -105.122397","40.1536257,-105.1224237"
FA0001002,MEDITERRANEAN MARKET AND DELI,2690 28TH ST UNIT D,2690,,28TH,ST,D,BOULDER,CO,80301,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,11/20/2019,FC13,"Food in good condition, safe, & unadulterated",20,Critical,In,25,"2690 28TH ST UNIT D
BOULDER, CO 80301
(40.027017, -105.258403)",2690 28TH ST UNIT D BOULDER CO USA,"40.027017, -105.258403","40.02704560000001,-105.2572453"
FA0004789,300 SUNS BREWING,335 1ST AVE UNIT C,335,,1ST,AVE,C,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/21/2019,FC50,Hot & cold water available; adequate pressure,20,,Not Observed,0,"335 1ST AVE UNIT C
LONGMONT, CO 80501
(40.160222, -105.10106)",335 1ST AVE UNIT C LONGMONT CO USA,"40.160222, -105.10106","40.1599201,-105.1012742"
FA0001126,A THAI STICKY RICE,510 W 3RD AVE,510,W,3RD,AVE,,LONGMONT,CO,805015907,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),1/24/2018,07B,Pesticide Application,0,Critical,In,14,"510 W 3RD AVE
LONGMONT, CO 805015907
(40.163935, -105.102126)",510 W 3RD AVE LONGMONT CO USA,"40.163935, -105.102126","40.164132,-105.1019279"
FA0003350,TNT ROASTED CORN (MOBILE),2255 N MAIN ST,2255,N,MAIN,ST,,Longmont,CO,80501,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,8/28/2015,05C,Backflow Back Siphonage,0,Critical,In,10,"2255 N MAIN ST
Longmont, CO 80501
(40.198059, -105.102433)",2255 N MAIN ST Longmont CO USA,"40.198059, -105.102433","40.1976939,-105.1030328"
FA0001624,SNARFS PEARL,2660 PEARL ST,2660,,PEARL,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,1/31/2018,01D,HACCP Plan,0,Critical,Not Applicable,50,"2660 PEARL ST
BOULDER, CO 80302
(40.021844, -105.260267)",2660 PEARL ST BOULDER CO USA,"40.021844, -105.260267","40.0218293,-105.259785"
FA0005088,AFC SUSHI @ SAFEWAY #2911,2798 ARAPAHOE AVE,2798,,ARAPAHOE,AVE,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/22/2019,FC21,Proper hot holding temperatures,20,Critical,In,15,"2798 ARAPAHOE AVE
BOULDER, CO 80302
(40.014561, -105.259015)",2798 ARAPAHOE AVE BOULDER CO USA,"40.014561, -105.259015","40.0133197,-105.2596624"
FA0005085,NATURAL GROCERS,2685 PEARL ST,2685,,PEARL,ST,,BOULDER,CO,80302,GROCERY STORE  MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,11/22/2019,FC27,Food additives: approved & Properly used,20,Critical,Not Applicable,20,"2685 PEARL ST
BOULDER, CO 80302
(40.02205, -105.260032)",2685 PEARL ST BOULDER CO USA,"40.02205, -105.260032","40.02231159999999,-105.260122"
FA0000031,WENDYS 11318,2420 BASELINE RD,2420,,BASELINE,RD,,BOULDER,CO,803033323,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/22/2019,FC15,Food separated and protected,10,Critical,In,0,"2420 BASELINE RD
BOULDER, CO 803033323
(40.000134, -105.262774)",2420 BASELINE RD BOULDER CO USA,"40.000134, -105.262774","39.9994306,-105.2626773"
FA0000579,NOODLES AND COMPANY #102,1245 ALPINE AVE,1245,,ALPINE,AVE,,BOULDER,CO,803043502,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/21/2019,FC39,"Contamination prevented during food preparation, storage & display",15,,Not Observed,0,"1245 ALPINE AVE
BOULDER, CO 803043502
(40.025521, -105.281374)",1245 ALPINE AVE BOULDER CO USA,"40.025521, -105.281374","40.0260409,-105.2813368"
FA0000688,RALLY SPORT HEALTH AND FITNESS,2727 29TH ST,2727,,29TH,ST,,BOULDER,CO,803011201,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/25/2019,FC34,Plant food properly cooked for hot holding,5,,Not Observed,10,"2727 29TH ST
BOULDER, CO 803011201
(40.027778, -105.25603)",2727 29TH ST BOULDER CO USA,"40.027778, -105.25603","40.02803189999999,-105.2568783"
FA0003785,BLUFF STREET BAR AND BILLIARDS,2690 28TH ST UNIT E,2690,,28TH,ST,E,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/25/2019,FC11,Food obtained from approved source,25,Critical,In,45,"2690 28TH ST UNIT E
BOULDER, CO 80301
(40.027017, -105.258403)",2690 28TH ST UNIT E BOULDER CO USA,"40.027017, -105.258403","40.02704560000001,-105.2572453"
FA0001204,SCRATCH KITCHENS,2299 PEARL ST UNIT 300,2299,,PEARL,ST,300,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,3/21/2014,09B,Food Protected from Contamination,0,Non-Critical,Not Observed,45,"2299 PEARL ST UNIT 300
BOULDER, CO 80302
(40.020806, -105.265759)",2299 PEARL ST UNIT 300 BOULDER CO USA,"40.020806, -105.265759","40.0211438,-105.2659919"
FA0000247,SEVENTEEN THIRTY-NINE,1739 PEARL ST,1739,,PEARL,ST,,BOULDER,CO,803025516,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/19/2017,11A,Refrigeration Units With Accurate Thermometers,0,Non-Critical,Not Observed,24,"1739 PEARL ST
BOULDER, CO 803025516
(40.01942, -105.272544)",1739 PEARL ST BOULDER CO USA,"40.01942, -105.272544","40.0195963,-105.2725249"
FA0000127,BPOE LODGE 566,3975 28TH ST,3975,,28TH,ST,,Boulder,CO,803011603,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,ROUTINE INSPECTION,11/10/2016,06A,Adequate Number Location Design,0,Critical,In,5,"3975 28TH ST
Boulder, CO 803011603
(40.047001, -105.258577)",3975 28TH ST Boulder CO USA,"40.047001, -105.258577","40.046821,-105.2615676"
FA0002745,CAVA,1695 29TH ST UNIT 1248,1695,,29TH,ST,1248,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/25/2019,FC13,"Food in good condition, safe, & unadulterated",20,Critical,In,20,"1695 29TH ST UNIT 1248
BOULDER, CO 80301
(40.019704, -105.256277)",1695 29TH ST UNIT 1248 BOULDER CO USA,"40.019704, -105.256277","40.0171082,-105.2571899"
FA0004706,SEEDS LIBRARY CAFE,1001 ARAPAHOE AVE,1001,,ARAPAHOE,AVE,,BOULDER,CO,80304,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,5/3/2017,02D,Hygienic Practices,0,Critical,In,0,"1001 ARAPAHOE AVE
BOULDER, CO 80304
(40.013523, -105.281588)",1001 ARAPAHOE AVE BOULDER CO USA,"40.013523, -105.281588","40.0138604,-105.2815129"
FA0001003,JIMMY JOHNS #669,3310 ARAPAHOE AVE,3310,,ARAPAHOE,AVE,,BOULDER,CO,80303,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/16/2013,06B,Accessible,0,Critical,In,25,"3310 ARAPAHOE AVE
BOULDER, CO 80303
(40.01457, -105.249718)",3310 ARAPAHOE AVE BOULDER CO USA,"40.01457, -105.249718","40.01428749999999,-105.2497208"
FA0001242,OAK AT FOURTEENTH,1400 PEARL ST,1400,,PEARL,ST,,BOULDER,CO,803025307,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/19/2017,14G,Premises Maintained,0,Non-Critical,Not Observed,35,"1400 PEARL ST
BOULDER, CO 803025307
(40.018492, -105.277141)",1400 PEARL ST BOULDER CO USA,"40.018492, -105.277141","40.0181492,-105.2770887"
FA0003536,DAIKON,1805 29TH ST UNIT 1138,1805,,29TH,ST,1138,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/7/2014,02D,Hygienic Practices,5,Critical,Out,10,"1805 29TH ST UNIT 1138
BOULDER, CO 80301
(40.019394, -105.256275)",1805 29TH ST UNIT 1138 BOULDER CO USA,"40.019394, -105.256275","40.018677,-105.2566379"
FA0001286,WONDERVU CAFE,33492 HWY 72,33492,,HWY 72,,,GOLDEN,CO,80403,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/2/2016,01F,Consumer Advisory,5,Critical,Out,80,"33492 HWY 72
GOLDEN, CO 80403
(39.924553, -105.396366)",33492 HWY 72 GOLDEN CO USA,"39.924553, -105.396366","39.92436620000001,-105.3964209"
FA0001000,HARD DRIVE CAFE AT SEAGATE,389 DISC DR,389,,DISC,DR,,LONGMONT,CO,80503,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,7/30/2014,02G,No Bare Hand Contact,0,Critical,In,35,"389 DISC DR
LONGMONT, CO 80503
(40.154614, -105.171119)",389 DISC DR LONGMONT CO USA,"40.154614, -105.171119","40.1544358,-105.1737783"
FA0002891,BASKIN ROBBINS,1844 HOVER ST UNIT A,1844,,HOVER,ST,A,LONGMONT,CO,80501,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/2/2019,FC42,Washing fruits & vegetables,15,,Not Observed,0,"1844 HOVER ST UNIT A
LONGMONT, CO 80501
(40.191788, -105.130933)",1844 HOVER ST UNIT A LONGMONT CO USA,"40.191788, -105.130933","40.1917857,-105.1302355"
FA0001183,PJS DINER,1619 COALTON RD,1619,,COALTON,RD,,SUPERIOR,CO,80027,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/2/2019,FC25,Consumer advisory provided for raw/undercooked food,5,Critical,In,10,"1619 COALTON RD
SUPERIOR, CO 80027
(39.928963, -105.148717)",1619 COALTON RD SUPERIOR CO USA,"39.928963, -105.148717","39.929025,-105.1493478"
FA0001447,PAPA JOHNS PIZZA,1610 PACE ST UNIT 500,1610,,PACE,ST,500,LONGMONT,CO,80504,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/3/2019,FC32,Variance obtained for specialized processing methods,5,,Not Observed,15,"1610 PACE ST UNIT 500
LONGMONT, CO 80504
(40.18693, -105.074127)",1610 PACE ST UNIT 500 LONGMONT CO USA,"40.18693, -105.074127","40.1868402,-105.0729085"
FA0000473,BOCO RESTAURANT THE,4800 BASELINE RD UNIT A 109,4800,,BASELINE,RD,A 109,BOULDER,CO,803032643,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),5/24/2018,06B,Accessible,0,Critical,In,62,"4800 BASELINE RD UNIT A 109
BOULDER, CO 803032643
(40.000017, -105.234005)",4800 BASELINE RD UNIT A 109 BOULDER CO USA,"40.000017, -105.234005","39.9980269,-105.2328968"
FA0002343,SUSHI LEO,2315 CLOVER BASIN DR,2315,,CLOVER BASIN,DR,,LONGMONT,CO,80503,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/14/2018,05A,Safe Water Source,0,Critical,In,35,"2315 CLOVER BASIN DR
LONGMONT, CO 80503
(40.1441, -105.132074)",2315 CLOVER BASIN DR LONGMONT CO USA,"40.1441, -105.132074","40.1437304,-105.1322064"
FA0005073,KU CHA TEA,1211 PEARL ST,1211,,PEARL,ST,,BOULDER,CO,80302,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/20/2019,FC27,Food additives: approved & Properly used,20,Critical,In,0,"1211 PEARL ST
BOULDER, CO 80302
(40.017939, -105.279861)",1211 PEARL ST BOULDER CO USA,"40.017939, -105.279861","40.0180634,-105.2798224"
FA0005084,RAPHA RACING,1815 PEARL ST,1815,,PEARL,ST,,BOULDER,CO,80302,LIMITED FOOD SERVICE CONVENIENCE OTHER,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,12/3/2019,FC34,Plant food properly cooked for hot holding,5,,Not Observed,35,"1815 PEARL ST
BOULDER, CO 80302
(40.019613, -105.271606)",1815 PEARL ST BOULDER CO USA,"40.019613, -105.271606","40.0199041,-105.2716584"
FA0002609,PIZZA BAR 66,430 MAIN ST,430,,MAIN,ST,,LYONS,CO,80540,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/2/2017,04A,Manual,0,Critical,In,25,"430 MAIN ST
LYONS, CO 80540
(40.224678, -105.270851)",430 MAIN ST LYONS CO USA,"40.224678, -105.270851","40.2249169,-105.2706367"
FA0000421,SKA STREET BREWSTILLERY,1600 38TH ST UNIT 100,1600,,38TH,ST,100,BOULDER,CO,80301,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/18/2017,11B,Dishmachine With Accurate Thermometer & Gauge Cock,0,Non-Critical,Not Observed,15,"1600 38TH ST UNIT 100
BOULDER, CO 80301
(40.01545, -105.246058)",1600 38TH ST UNIT 100 BOULDER CO USA,"40.01545, -105.246058","40.0149857,-105.2455479"
FA0000075,TRES GRINGOS CANTINA,20 LAKEVIEW DR,20,,LAKEVIEW,DR,,NEDERLAND,CO,804660010,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/5/2017,07A,Evidence of Insects or Rodents,0,Critical,In,15,"20 LAKEVIEW DR
NEDERLAND, CO 804660010
(39.960644, -105.509223)",20 LAKEVIEW DR NEDERLAND CO USA,"39.960644, -105.509223","39.9598234,-105.5094306"
FA0000881,DUTCH BROS COFFEE,933 MAIN ST,933,,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,3/29/2017,01C,Cross Contamination,0,Critical,Not Applicable,10,"933 MAIN ST
LONGMONT, CO 80501
(40.175277, -105.102459)",933 MAIN ST LONGMONT CO USA,"40.175277, -105.102459","40.1752999,-105.1027587"
FA0000347,THRIVE,1509 ARAPAHOE AVE,1509,,ARAPAHOE,AVE,,BOULDER,CO,803026309,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,11/20/2019,FC22,Proper cold holding temperatures,20,Critical,In,20,"1509 ARAPAHOE AVE
BOULDER, CO 803026309
(40.014581, -105.274262)",1509 ARAPAHOE AVE BOULDER CO USA,"40.014581, -105.274262","40.0148997,-105.2743612"
FA0004941,PICAS MEXICAN TAQUERIA LOUISVILLE,901 FRONT ST UNIT 120,901,,FRONT,ST,120,LOUISVILLE,CO,80027,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,12/18/2018,15B,Linen Properly Stored,0,Non-Critical,Not Observed,30,"901 FRONT ST UNIT 120
LOUISVILLE, CO 80027
(39.978934, -105.13079)",901 FRONT ST UNIT 120 LOUISVILLE CO USA,"39.978934, -105.13079","39.9789002,-105.1311492"
FA0000783,PICAS MEXICAN TAQUERIA BOULDER,5360 ARAPAHOE RD UNIT F,5360,,ARAPAHOE,RD,F,BOULDER,CO,803038105,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,12/5/2019,FC20,Proper cooling time and temperature,20,Critical,In,20,"5360 ARAPAHOE RD UNIT F
BOULDER, CO 803038105
(40.014606, -105.227901)",5360 ARAPAHOE RD UNIT F BOULDER CO USA,"40.014606, -105.227901","40.0138239,-105.2275209"
FA0001327,BREWING MARKET,2525 ARAPAHOE RD,2525,,ARAPAHOE,RD,,BOULDER,CO,803025205,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,1/31/2018,04B,Mechanical,0,Critical,In,55,"2525 ARAPAHOE RD
BOULDER, CO 803025205
(40.014691, -105.26231)",2525 ARAPAHOE RD BOULDER CO USA,"40.014691, -105.26231","40.0145884,-105.1962555"
FA0000974,GIOVANNITTI COFFEE,801 MAIN ST UNIT 110,801,,MAIN,ST,110,LOUISVILLE,CO,800271898,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),2/12/2015,01B,Wholesome Free of Spoilage,0,Critical,In,5,"801 MAIN ST UNIT 110
LOUISVILLE, CO 800271898
(39.977931, -105.132141)",801 MAIN ST UNIT 110 LOUISVILLE CO USA,"39.977931, -105.132141","39.9779335,-105.1325197"
FA0002210,LEVY MOTIONS (MOBILE),950 REGENT DR,950,,REGENT,DR,,BOULDER,CO,80309,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,9/9/2017,05D,Sewage Disposal,0,Critical,In,20,"950 REGENT DR
BOULDER, CO 80309
(40.004012, -105.263525)",950 REGENT DR BOULDER CO USA,"40.004012, -105.263525","40.004712,-105.2605424"
FA0000677,CHINA GOURMET - BOULDER,3970 N BROADWAY ST 102,3970,N,BROADWAY,ST,102,BOULDER,CO,803041135,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/31/2016,02C,Hands Washed As Needed,0,Critical,In,60,"3970 N BROADWAY ST 102
BOULDER, CO 803041135
(40.047704, -105.282086)",3970 N BROADWAY ST 102 BOULDER CO USA,"40.047704, -105.282086","39.9903869,-105.2567228"
FA0001373,NITRO CLUB,1124 PEARL ST,1124,,PEARL,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,8/25/2017,08B,Properly Labeled,5,Critical,Out,25,"1124 PEARL ST
BOULDER, CO 80302
(40.017792, -105.280543)",1124 PEARL ST BOULDER CO USA,"40.017792, -105.280543","40.0175027,-105.2806253"
FA0003792,ETOWN HALL,1535 SPRUCE ST,1535,,SPRUCE,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/23/2015,06B,Accessible,0,Critical,In,15,"1535 SPRUCE ST
BOULDER, CO 80302
(40.019928, -105.275397)",1535 SPRUCE ST BOULDER CO USA,"40.019928, -105.275397","40.0203239,-105.2754856"
FA0000218,7-ELEVEN 35345A,2250 MOUNTAIN VIEW AVE,2250,,MOUNTAIN VIEW,AVE,,LONGMONT,CO,805013114,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,6/6/2019,FC19,Proper reheating procedures for hot holding,20,Critical,Not Observed,20,"2250 MOUNTAIN VIEW AVE
LONGMONT, CO 805013114
(40.18134, -105.130423)",2250 MOUNTAIN VIEW AVE LONGMONT CO USA,"40.18134, -105.130423","40.1815899,-105.1305096"
FA0005008,MAD GREENS,994 W DILLON RD UNIT 100,994,W,DILLON,RD,100,LOUISVILLE,CO,80027,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/6/2019,FC23,Proper date marking and disposition,10,Critical,In,0,"994 W DILLON RD UNIT 100
LOUISVILLE, CO 80027
(39.961157, -105.164052)",994 W DILLON RD UNIT 100 LOUISVILLE CO USA,"39.961157, -105.164052","39.9608777,-105.1642774"
FA0004521,LE FRENCH CAFE,2525 ARAPAHOE AVE UNIT C1,2525,,ARAPAHOE,AVE,C1,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,4/16/2019,FC35,Approved thawing methods used,2,,Not Observed,15,"2525 ARAPAHOE AVE UNIT C1
BOULDER, CO 80302
(40.014691, -105.26231)",2525 ARAPAHOE AVE UNIT C1 BOULDER CO USA,"40.014691, -105.26231","40.0152398,-105.2600413"
FA0001444,SUGARBEET THE,101 PRATT ST,101,,PRATT,ST,,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/12/2015,08C,Properly Used,0,Critical,In,15,"101 PRATT ST
LONGMONT, CO 80501
(40.16068, -105.106918)",101 PRATT ST LONGMONT CO USA,"40.16068, -105.106918","40.1608017,-105.1075777"
FA0000147,CANNON MINE COFFEE,210 S PUBLIC RD,210,S,PUBLIC,RD,,LAFAYETTE,CO,800262347,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/5/2019,FC04,Proper use of restriction and exclusion,25,Critical,In,55,"210 S PUBLIC RD
LAFAYETTE, CO 800262347
(39.99644, -105.090451)",210 S PUBLIC RD LAFAYETTE CO USA,"39.99644, -105.090451","39.99641680000001,-105.090221"
FA0000257,BREADWORKS,2644 BROADWAY ST,2644,,BROADWAY,ST,,BOULDER,CO,803043542,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/5/2019,FC22,Proper cold holding temperatures,20,Critical,In,10,"2644 BROADWAY ST
BOULDER, CO 803043542
(40.024938, -105.282048)",2644 BROADWAY ST BOULDER CO USA,"40.024938, -105.282048","40.02485739999999,-105.2808845"
FA0001257,SUSHI AJI,489 HWY 287 UNIT 100,489,,HWY 287,,100,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/4/2019,FC21,Proper hot holding temperatures,20,Critical,In,30,"489 HWY 287 UNIT 100
LAFAYETTE, CO 80026
(39.989786, -105.098773)",489 HWY 287 UNIT 100 LAFAYETTE CO USA,"39.989786, -105.098773","40.001825,-105.103979"
FA0001732,BUSABA,133 MCCASLIN BLVD UNIT H,133,,MCCASLIN,BLVD,H,LOUISVILLE,CO,80027,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/5/2019,FC37,Food properly labeled; original container,10,,Not Observed,35,"133 MCCASLIN BLVD UNIT H
LOUISVILLE, CO 80027
(39.954737, -105.165705)",133 MCCASLIN BLVD UNIT H LOUISVILLE CO USA,"39.954737, -105.165705","39.97021489999999,-105.1639539"
