"facility_id","inspection_date","violation_category","lower"
"FA0000455","2016-02-17","pest control","evidence of insects or rodents"
"FA0000455","2016-02-17","personnel","hygienic practices"
"FA0000455","2016-02-17","food temperature control","cold hold at 41 degrees or less"
"FA0000455","2016-02-17","food labeling/protection","food protected from contamination"
"FA0000455","2016-02-17","poisons/toxins","properly labeled"
"FA0000455","2016-08-16","personnel","training needed"
"FA0000455","2016-08-16","food temperature control","cooling methods"
"FA0000455","2018-08-28","food temperature control","cooling methods"
"FA0000455","2018-08-28","food source","consumer advisory"
"FA0000456","2015-06-18","food temperature control","cold hold at 41 degrees or less"
"FA0000456","2015-06-18","physical facilities","floors walls ceilings"
"FA0000456","2015-06-18","food labeling/protection","food protected from contamination"
"FA0000456","2015-06-18","food labeling/protection","original container properly labeled"
"FA0000456","2018-12-04","utensils","equipment utensils provided used, stored"
"FA0000456","2018-12-04","equipment/utensil cleaning","wiping cloths"
"FA0000456","2018-12-04","personnel","hygienic practices"
"FA0000456","2018-12-04","food temperature control","food thermometer"
"FA0000456","2018-12-04","personnel","hands washed as needed"
"FA0000456","2018-12-04","food temperature control","cold hold at 41 degrees or less"
"FA0000456","2018-12-04","food temperature control","refrigeration units with accurate thermometers"
"FA0000456","2018-12-04","food temperature control","cooling methods"
"FA0000457","2014-08-18","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0000457","2016-06-08","equipment/utensil cleaning","mechanical"
"FA0000457","2016-06-08","personnel","smoking eating drinking"
"FA0000458","2013-11-27","toilets/handwashing","soap and drying devices"
"FA0000458","2013-11-27","toilets/handwashing","accessible"
"FA0000458","2013-11-27","food source","wholesome free of spoilage"
"FA0000458","2013-11-27","water/sewage/plumbing","hot and cold water under pressure"
"FA0000458","2013-11-27","water/sewage/plumbing","sewage disposal"
"FA0000458","2013-11-27","food temperature control","adequate equipment to maintain food temperatures"
"FA0000458","2013-11-27","food temperature control","cold hold at 41 degrees or less"
"FA0000458","2014-12-11","food temperature control","cold hold at 41 degrees or less"
"FA0000458","2014-12-11","personnel","hands washed as needed"
"FA0000458","2014-12-11","food temperature control","adequate equipment to maintain food temperatures"
"FA0000458","2014-12-11","equipment/utensil cleaning","manual"
"FA0000458","2014-12-11","toilets/handwashing","soap and drying devices"
"FA0000458","2014-12-11","food source","cross contamination"
"FA0000458","2014-12-11","food temperature control","food thermometer"
"FA0000458","2016-06-13","water/sewage/plumbing","hot and cold water under pressure"
"FA0000458","2016-06-13","personnel","no bare hand contact"
"FA0000458","2016-06-13","toilets/handwashing","soap and drying devices"
"FA0000458","2016-06-13","food temperature control","cold hold at 41 degrees or less"
"FA0000458","2016-06-13","poisons/toxins","properly labeled"
"FA0000458","2016-06-13","physical facilities","lighting"
"FA0000458","2016-12-19","toilets/handwashing","accessible"
"FA0000458","2016-12-19","toilets/handwashing","soap and drying devices"
"FA0000458","2016-12-19","poisons/toxins","properly stored"
"FA0000458","2016-12-19","food source","cross contamination"
"FA0000458","2017-11-09","food source","cross contamination"
"FA0000458","2017-11-09","water/sewage/plumbing","sewage disposal"
"FA0000458","2017-11-09","personnel","hygienic practices"
"FA0000458","2017-11-09","toilets/handwashing","soap and drying devices"
"FA0000458","2017-11-09","water/sewage/plumbing","hot and cold water under pressure"
"FA0000458","2019-02-20","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000458","2019-02-20","food labeling/protection","food separated and protected"
"FA0000458","2019-02-20","personnel","certified food protection manager"
"FA0000458","2019-02-20","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000458","2019-02-20","food source","proper date marking and disposition"
"FA0000458","2019-11-07","personnel","certified food protection manager"
"FA0000458","2019-11-07","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000458","2019-11-07","food temperature control","proper hot holding temperatures"
"FA0000458","2019-11-07","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000462","2015-02-19","food temperature control","cold hold at 41 degrees or less"
"FA0000462","2015-02-19","food temperature control","food thermometer"
"FA0000462","2015-02-19","personnel","training needed"
"FA0000462","2015-02-19","toilets/handwashing","soap and drying devices"
"FA0000462","2015-02-19","water/sewage/plumbing","backflow back siphonage"
"FA0000462","2015-02-19","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0000462","2015-02-19","equipment/utensil cleaning","mechanical"
"FA0000462","2017-04-10","water/sewage/plumbing","hot and cold water under pressure"
"FA0000462","2017-04-10","food temperature control","cold hold at 41 degrees or less"
"FA0000462","2017-04-10","equipment/utensil cleaning","mechanical"
"FA0000462","2017-04-10","personnel","smoking eating drinking"
"FA0000462","2017-04-10","toilets/handwashing","soap and drying devices"
"FA0000462","2018-03-29","equipment design/contstruction","non-food contact surfaces construction"
"FA0000462","2018-03-29","food labeling/protection","food protected from contamination"
"FA0000462","2018-03-29","physical facilities","lighting"
"FA0000462","2018-03-29","equipment design/contstruction","food-contact surfaces construction"
"FA0000462","2018-03-29","equipment/utensil cleaning","dishwashing facilities"
"FA0000466","2015-05-12","personnel","smoking eating drinking"
"FA0000466","2015-05-12","water/sewage/plumbing","backflow back siphonage"
"FA0000466","2018-07-18","utensils","single service articles stored dispensed used"
"FA0000466","2018-07-18","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0000466","2018-07-18","water/sewage/plumbing","plumbing installed maintained"
"FA0000466","2018-07-18","equipment design/contstruction","food-contact surfaces construction"
"FA0000466","2018-07-18","poisons/toxins","properly labeled"
"FA0000466","2018-07-18","physical facilities","ventilation"
"FA0000466","2018-07-18","food labeling/protection","food protected from contamination"
"FA0000466","2018-07-18","equipment design/contstruction","non-food contact surfaces construction"
"FA0000466","2018-07-18","personnel","smoking eating drinking"
"FA0000466","2018-07-18","food temperature control","refrigeration units with accurate thermometers"
"FA0000466","2018-07-18","water/sewage/plumbing","backflow back siphonage"
"FA0000466","2018-07-18","personnel","hygienic practices"
"FA0000466","2018-07-18","physical facilities","floors walls ceilings"
"FA0000466","2018-07-18","food temperature control","cold hold at 41 degrees or less"
"FA0000466","2018-07-18","food temperature control","adequate equipment to maintain food temperatures"
"FA0000466","2018-07-18","toilets/handwashing","soap and drying devices"
"FA0000466","2019-07-16","poisons/toxins","toxic substances properly identified, stored & used"
"FA0000466","2019-07-16","water/sewage/plumbing","plumbing installed; proper backflow devices"
"FA0000466","2019-07-16","personnel","certified food protection manager"
"FA0000466","2019-07-16","food temperature control","proper cold holding temperatures"
"FA0000466","2019-07-16","pest control","insects, rodents, & animals not present"
"FA0000466","2019-07-16","equipment/utensil cleaning","non-food contact surfaces clean"
"FA0000466","2019-07-16","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000466","2019-07-16","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000467","2014-04-10","personnel","smoking eating drinking"
"FA0000467","2014-04-10","food source","consumer advisory"
"FA0000467","2014-04-10","personnel","no bare hand contact"
"FA0000467","2014-04-10","food source","cross contamination"
"FA0000467","2017-10-20","personnel","smoking eating drinking"
"FA0000467","2017-10-20","personnel","hands washed as needed"
"FA0000467","2017-10-20","personnel","hygienic practices"
"FA0000467","2019-06-27","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000467","2019-06-27","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0000473","2013-04-03","personnel","smoking eating drinking"
"FA0000473","2016-03-01","food temperature control","adequate equipment to maintain food temperatures"
"FA0000473","2016-03-01","food temperature control","cold hold at 41 degrees or less"
"FA0000473","2018-05-24","personnel","training needed"
"FA0000473","2018-05-24","food source","consumer advisory"
"FA0000473","2018-05-24","pest control","pesticide application"
"FA0000473","2018-05-24","food temperature control","food thermometer"
"FA0000473","2018-05-24","food source","cross contamination"
"FA0000473","2018-05-24","food labeling/protection","food protected from contamination"
"FA0000474","2014-08-12","water/sewage/plumbing","backflow back siphonage"
"FA0000474","2014-08-12","physical facilities","floors walls ceilings"
"FA0000474","2014-08-12","food labeling/protection","food protected from contamination"
"FA0000474","2014-08-12","equipment design/contstruction","non-food contact surfaces construction"
"FA0000474","2014-08-12","personnel","training needed"
"FA0000474","2016-06-09","toilets/handwashing","accessible"
"FA0000474","2016-06-09","poisons/toxins","properly labeled"
"FA0000474","2016-06-09","personnel","hands washed as needed"
"FA0000474","2016-06-09","food temperature control","cold hold at 41 degrees or less"
"FA0000474","2017-06-20","personnel","smoking eating drinking"
"FA0000474","2017-06-20","food source","cross contamination"
"FA0000474","2017-06-20","food temperature control","food thermometer"
"FA0000474","2017-06-20","food source","consumer advisory"
"FA0000474","2017-06-20","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0000474","2019-11-14","personnel","procedures for responding to vomiting and diarrheal events"
"FA0000474","2019-11-14","personnel","certified food protection manager"
"FA0000474","2019-11-14","food source","consumer advisory provided for raw/undercooked food"
"FA0000476","2015-04-01","toilets/handwashing","accessible"
"FA0000476","2015-04-01","poisons/toxins","properly stored"
"FA0000476","2015-04-01","personnel","smoking eating drinking"
"FA0000476","2017-03-07","poisons/toxins","properly labeled"
"FA0000476","2017-03-07","equipment/utensil cleaning","manual"
"FA0000476","2017-03-07","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0000476","2018-07-13","food temperature control","cold hold at 41 degrees or less"
"FA0000481","2015-07-10","equipment/utensil cleaning","mechanical"
"FA0000481","2015-07-10","water/sewage/plumbing","hot and cold water under pressure"
