facilityId,facilityName,concat_address,typeOfFacility,categoryOfFacility,origin_lat,origin_long,google_lat,google_long
FA0001585,TANDOORI KITCHEN,199 W SOUTH BOULDER RD LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.986986, -105.091916,39.9886413,-105.0914998
FA0003813,HISSHO SUSHI #323(INSIDE SPROUTS),1101 S HOVER ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.145777, -105.130836,40.1459316,-105.13322
FA0005179,LA RUE BAYOU (MOBILE),4920 PEARL ST UNIT D BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.025673, -105.238076,40.025388,-105.2377392
FA0002513,PANDA EXPRESS#1100,301 CENTER DR SUPERIOR CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.95769, -105.16937,39.9578759,-105.1694372
FA0004696,BOULDER INDOOR SOCCER,3203 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.024098, -105.24955,40.02487139999999,-105.2501085
FA0002449,SUBWAY EXEMPLA 33266,200 EXEMPLA CIR UNIT R1360 LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.969753, -105.083065,39.9704626,-105.0863198
FA0001587,PANADERY Y NEVERIA GUANAJUATO,1630 MAIN ST UNIT LONGMONT CO USA,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.187276, -105.102323,40.1873463,-105.1013656
FA0005435,STYRIA BAKERY @ LMGT FRM MRKT (SPECIAL EVENT),340 5TH ST Frederick CO USA,SPECIAL EVENT,SPECIAL EVENT,40.098638, -104.937546,40.09831519999999,-104.9369233
FA0003336,SAVORY SAIGON COMISSARY (SPECIAL EVENT),1355 E S BOULDER RD UNIT C2 Louisville CO USA,SPECIAL EVENT,SPECIAL EVENT,39.986952, -105.125205,39.98799899999999,-105.1255301
FA0003821,TACO WAGON,503 S PUBLIC RD LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.993749, -105.090464,39.994004,-105.0906777
FA0002840,STARBUCKS COFFEE 10867,2800 ROCK CREEK CIR UNIT A-1 SUPERIOR CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,,,39.9280596,-105.1476878
FA0000768,SAFEWAY STORE 1116,1050 KEN PRATT BLVD UNIT 1 LONGMONT CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.152334, -105.109672,40.1529514,-105.1104554
FA0000389,HAMPTON INN LOUISVILLE,912 W DILLON RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.958904, -105.160931,39.9585308,-105.1627658
FA0004910,BASECAMP HOTEL,2020 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.014606, -105.268522,40.0137568,-105.2684682
FA0000847,TACO BELL #33852,2450 BASELINE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.000167, -105.262404,39.9997436,-105.2623424
FA0002471,CARLS JR #7525,1754 HOVER ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.190114, -105.130925,40.1901404,-105.1301213
FA0004846,FUZZYS TACO SHOP,1230 S HOVER ST UNIT A300 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.145169, -105.13073,40.1479777,-105.1272233
FA0000685,PERSIMMON GRILL AT LAKE VALLEY GOLF,4400 LAKE VALLEY DR LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.096664, -105.250637,40.0966294,-105.25148
FA0003452,KRISHNA GRANDE,400 W SOUTH BOULDER RD UNIT 2800 LAFAYETTE CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,39.986898, -105.094961,39.9856206,-105.0950923
FA0004661,NAKED LUNCH,3301 ARAPAHOE AVE UNIT E166 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.014701, -105.249341,40.0154049,-105.2493041
FA0004763,SILVER CANYON COFFEE DRIP BAR @ LMGT FRM MRKT (SPECIAL EVENT),5601 N BROADWAY ST BOULDER CO USA,SPECIAL EVENT,SPECIAL EVENT,40.072856, -105.283349,40.0648486,-105.2818823
FA0002435,PANERA BREAD #2432,302 CENTER DR UNIT A SUPERIOR CO USA,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,39.95762, -105.169371,39.9557406,-105.1689802
FA0005267,LAS DELICIAS (INSIDE SAVE-A-LOT),1750 N MAIN ST Longmont CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.190762, -105.102339,40.1909584,-105.1008524
FA0000670,ATLAS VALLEY PURVEYORS,2770 ARAPAHOE RD LAFAYETTE CO USA,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.014659, -105.131651,40.0136364,-105.1325654
FA0002108,GOOD TIMES BURGERS AND FROZEN CUSTARD,575 SOUTH BOULDER RD LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.987034, -105.097154,39.9869279,-105.0857496
FA0002143,SAIGON EXPRESS,1225 KEN PRATT BLVD UNIT 110 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.152326, -105.114332,40.1519532,-105.1143
FA0002855,SPROUTS FARMERS MARKET,2525 ARAPAHOE AVE UNIT E65 BOULDER CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.014691, -105.26231,40.0152398,-105.2600413
FA0000613,PANADERIA LA PANDA BAKERY,609 KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.152365, -105.103241,40.1517349,-105.1034871
FA0004960,CULVER'S OF LONGMONT,1218 S HOVER RD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.148487, -105.130704,40.1488733,-105.1306839
FA0002168,RED ROBIN AMERICAS GOURMET BURGERS,2331 CLOVER BASIN DR LONGMONT CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.14409, -105.131505,40.143539,-105.1315146
FA0004974,KONA ICE OF BOULDER (MOBILE),299 WALNUT ST Denver CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.742646, -105.013358,39.7435348,-105.0152887
FA0000764,SAFEWAY STORE 1667,3333 ARAPAHOE RD UNIT B ERIE CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.015299, -105.101339,40.0169254,-105.1007718
FA0003811,CHEESE IMPORTERS,103 MAIN ST LONGMONT CO USA,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.160561, -105.102534,40.1605615,-105.1029186
FA0002297,SPRUCE CONFECTIONS,4684 BROADWAY ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.059614, -105.282129,40.0596799,-105.281855
FA0000115,BURGER KING #7885,2000 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.194036, -105.102357,40.1941401,-105.1018452
FA0000021,ROCKY MOUNTAIN PATHWAY RANCH,15747 HWY 7 ALLENSPARK CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.192537, -105.512202,40.1934368,-105.5112163
FA0002356,AMANTE UPTOWN,4580 BROADWAY ST UNIT A BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.057632, -105.282127,40.0575766,-105.2818477
FA0000770,BEST WESTERN PLUS,960 W DILLON RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.960218, -105.162441,39.95985200000001,-105.1628572
FA0000594,BEST WESTERN PLUS BOULDER INN,770 28TH ST BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.001353, -105.258026,40.0015558,-105.2574744
FA0003255,LAUGHING GOAT NORLIN,1720 PLEASANT ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.009433, -105.272515,40.008826,-105.2704048
FA0001202,NEDS,121 N JEFFERSON ST NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.962073, -105.511266,39.96208350000001,-105.5110271
FA0005198,GUCKENHEIMER@ ALTITUDE CAFE,2930 PEARL ST BOULDER CO USA,RESTAURANT MORE THAN 200 SEATS,FULL MENU LIMITED SERVICE,40.023004, -105.255167,40.0216013,-105.2545612
FA0000372,GREENBRIAR INN THE,8735 N FOOTHILLS HWY BOULDER CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.132177, -105.282291,40.13329359999999,-105.282708
FA0001084,SINK THE,1165 13TH ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.008504, -105.276222,40.0085813,-105.2764048
FA0000830,SUSHI ZANMAI,1221 SPRUCE ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.019024, -105.279734,40.0192646,-105.2798721
FA0003836,JFE (KS-102),1611 PACE ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.187012, -105.074126,40.186645,-105.0760629
FA0001007,BLOFISH,1932 14TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.018027, -105.277222,40.0180908,-105.2770194
FA0000351,SNARFS,6562 LOOKOUT RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.072804, -105.20096,40.0722488,-105.2007355
FA0000603,OUTBACK SALOON THE,3141 28TH ST UNIT B BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.031727, -105.258426,40.03166150000001,-105.2593591
FA0002339,ST JULIEN HOTEL AND SPA,900 WALNUT ST BOULDER CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.01626, -105.282634,40.0159802,-105.2824681
FA0002631,YELLOW DELI THE,908 W PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.017119, -105.283687,40.0168837,-105.283366
FA0002828,PANDA EXPRESS #1493,155 E KEN PRATT AVE LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,40.1517562,-105.0916597
FA0004949,GEORGIA BOY BBQ (MOBILE),250 3RD AVE LONGMONT CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.163933, -105.097625,40.1641833,-105.0974375
FA0002527,CUGINI PIZZERIA,385 CROSSING DR UNIT 105 LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.001142, -105.100357,40.0012517,-105.1006805
FA0000957,MALEE THAI,2939 17TH AVE LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.188532, -105.14237,40.1883844,-105.1424108
FA0000350,CORNER THE,1100 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.007459, -105.27622,40.0074268,-105.2760395
FA0000536,TACO JUNKY,1149 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.008261, -105.276223,40.00826490000001,-105.2764618
FA0003782,JFE SNOWFOX KS061,1650 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.015659, -105.253601,40.0157862,-105.2518457
FA0003491,DAIRY QUEEN,305 EXEMPLA CIR LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.972371, -105.088202,39.9727036,-105.0882342
FA0000578,MILE HIGH PHO,1100 W DILLON RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.961798, -105.16614,39.9612135,-105.166467
FA0002481,BREWING MARKET,2610 BASELINE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.000259, -105.261413,39.9996008,-105.2611072
FA0001543,WAHOOS FISH TACO,1087 S HOVER ST LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL MENU LIMITED SERVICE,40.147641, -105.130866,40.1470806,-105.1314918
FA0004861,SPICE EXCHANGE,205 E WOODWARD AVE KEENSBURG CO USA,SPECIAL EVENT,SPECIAL EVENT,40.109315, -104.518281,40.1095161,-104.5183298
FA0002383,SACHI SUSHI,7980 NIWOT RD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.101625, -105.167158,40.1010572,-105.1670731
FA0001406,CASPIAN DELI AND GROCERY,2607 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,GROCERY FINISHED FOODS,40.021875, -105.260841,40.0220141,-105.2606057
FA0000545,MOES BROADWAY BAGEL,3075 ARAPAHOE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,40.0148045,-105.213055
FA0003551,BOULDER CREEK LODGE THE,55 LAKEVIEW DR NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.960643, -105.509245,39.9610065,-105.5096595
FA0000829,PROTOS PIZZA,600 S AIRPORT RD BLDG B-L LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.151853, -105.154534,40.1512854,-105.1531705
FA0000462,LA QUINTA INN 952,902 DILLON RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,39.958752,-105.1619891
FA0002815,MURPHYS SOUTH,657 S BROADWAY ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,39.983836, -105.248481,39.98387330000001,-105.2488208
FA0001200,WEST END TAVERN,926 PEARL ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,BARS FRATERNAL ORGANIZATIONS,40.017204, -105.283296,40.0170002,-105.2832452
FA0004879,1914 HOUSE,121 2ND AVE NIWOT CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.103372, -105.172543,40.1032911,-105.1727711
FA0003512,MARCOS PIZZA,459 S MCCASLIN BLVD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.964244, -105.163543,39.9648577,-105.1641366
FA0000413,KING SOOPERS 80,995 S HOVER RD LONGMONT CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.150486, -105.130772,40.1505035,-105.1341187
FA0002027,LEVY BOULDER PIZZA CO (MOBILE),2085 COLORADO BLVD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.008247, -105.266408,40.008599,-105.2672299
FA0000332,DOTS DINER,2716 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.027674, -105.258397,40.0274789,-105.2573597
FA0000678,SPRUCE FARM,2115 13TH ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.019465, -105.279106,40.0194026,-105.2794143
FA0003815,WALGREENS #19547,3348 28TH ST BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,GROCERY FINISHED FOODS,40.035349, -105.258342,40.0353486,-105.2572405
FA0003566,JIMMY JOHNS #1431,2318 17TH AVE Longmont CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.188579, -105.12901,40.1890994,-105.12987
FA0000840,TACO BELL #33866,3255 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.033787, -105.258515,40.0336669,-105.2590958
FA0003833,NORTH BOULDER LIQUOR,3990 N BROADWAY UNIT A BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,,,40.047704,-105.281915
FA0000165,MURPHY'S TAP HOUSE,585 MCCASLIN BLVD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.94841, -105.164461,39.9622243,-105.1652104
FA0001660,MARROCCOS,8 UTICA ST WARD CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.068846, -105.504574,40.0689214,-105.5043255
FA0002169,SUBWAY 30680,1635 PACE ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.18781, -105.074117,40.1879212,-105.0746929
FA0000238,FANS CHINESE CUISINE,7960 NIWOT RD UNIT C9 NIWOT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.101612, -105.168147,40.10004929999999,-105.1672438
FA0000534,TACOS AL MOLCAJETE,926 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.174785, -105.102464,40.1748109,-105.1020279
FA0001005,LAUGHING GOAT COFFEE HOUSE,1709 PEARL ST Boulder CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.019315, -105.273055,40.0195034,-105.273098
FA0000882,ILLEGAL PETES,1124 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.007831, -105.276226,40.0078243,-105.2759595
FA0004568,LULUS BBQ (SPECIAL EVENT),701 B MAIN ST LOUISVILLE CO USA,SPECIAL EVENT,SPECIAL EVENT,39.977054, -105.132138,39.9769925,-105.1325197
FA0000658,JANIES CAFE,431 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.166386, -105.102511,40.1664027,-105.1029414
FA0003583,CURED,1825 PEARL ST UNIT B BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.019657, -105.271393,40.0200071,-105.2714756
FA0000342,DOUBLE HAPPY RESTAURANT,740 MAIN ST LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.977645, -105.13214,39.977637,-105.1319486
FA0003473,RIPPLE PURE FROZEN YOGURT,1682 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.01657, -105.253599,40.0163467,-105.2524805
FA0001195,VITALITY BOWLS,2525 ARAPAHOE AVE UNIT A3 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.014691, -105.26231,40.0148842,-105.2625109
FA0000888,TEX MEX,424 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.166307, -105.102511,40.1663106,-105.1021649
FA0002203,WHOLE FOODS MARKET,303 MARSHALL RD SUPERIOR CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,39.955364, -105.167816,39.95658419999999,-105.1676551
FA0001308,DAIRY QUEEN 12402,3265 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.033789, -105.258515,40.0339025,-105.259242
FA0000587,MAY WAH RESTAURANT,2500 BASELINE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.000165, -105.262426,39.9988256,-105.2612517
FA0005269,BLACK CAT @ BLDR FARM MRKT,1964 13TH ST Boulder CO USA,SPECIAL EVENT,SPECIAL EVENT,40.017825, -105.278567,40.0178929,-105.2784009
FA0002419,LOLLICUP BOULDER,1142 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.007971, -105.276225,40.0082486,-105.2760051
FA0003720,HAZELS BEVERAGE WORLD,1955 28th ST BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.020924, -105.258467,40.0207248,-105.2599845
FA0001408,TORTILLAS Y PANADERIA LAGUNA,1136 FRANCIS ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.178306, -105.116537,40.1789721,-105.1160155
FA0003510,PHO CAFE,1085 S PUBLIC RD LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.989005, -105.090513,39.9887872,-105.0911771
FA0003535,TANGERINE,2777 IRIS AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.036458, -105.259403,40.0373935,-105.2588972
FA0000494,JULIES THAI KITCHEN,138 MAIN ST UNIT 7 LYONS CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.222178, -105.2647,40.2224975,-105.2643957
FA0001230,DAIRY QUEEN,1945 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.193636, -105.102349,40.1935706,-105.1028957
FA0002186,NOPALITOS,2850 IRIS AVE UNIT H BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.036459, -105.25666,40.035263,-105.2566954
FA0000941,BOSS LADY PIZZA,1129 13TH ST UNIT B BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.007891, -105.276226,40.007883,-105.2765749
FA0000627,EMPIRE LOUNGE AND RESTAURANT,816 MAIN ST LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.978138, -105.132143,39.9781258,-105.1318116
FA0000139,SFORNO TRATTORIA,1308 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.018195, -105.27858,40.01797579999999,-105.2782481
FA0000406,DUNKIN DONUTS #856,3235 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.033357, -105.258511,40.0335307,-105.2592352
FA0001322,FOX HILL COUNTRY CLUB,1400 E HWY 119 LONGMONT CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.160736, -105.028941,40.16107179999999,-105.0672947
FA0004880,AFC SUSHI @ SAFEWAY #1615,3325 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.034955, -105.258526,40.0353313,-105.2602617
FA0001237,TWISTED PINE BREWING COMPANY,3201 WALNUT ST UNIT A BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.02009, -105.25102,40.0208264,-105.251023
FA0000343,DAIRY QUEEN 12406,685 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.999709, -105.25304,39.9991679,-105.2541497
FA0001203,SUBWAY,7960 NIWOT RD UNIT B10 NIWOT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.101612, -105.168147,40.1008065,-105.1678797
FA0000314,GARDEN GATE CAFE,7960 NIWOT RD UNIT B4 NIWOT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.101612, -105.168147,40.1007853,-105.1681143
FA0005203,MOUNTAIN VIEW GRILL (MOBILE),4920 PEARL ST BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.025673, -105.238076,40.025388,-105.2377392
FA0001414,SMOKIN DAVES BBQ & TAPHOUSE,228 MAIN ST LYONS CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.223771, -105.266522,40.2237444,-105.2662098
FA0000481,LOYAL ORDER OF MOOSE LONGMONT LODGE,2200 PRATT ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.19736, -105.107058,40.1970124,-105.1069013
FA0002857,COLD STONE CREAMERY,2412 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.014556, -105.262878,40.0140792,-105.2627166
FA0001258,JAMESTOWN MERCANTILE CAFE,108 MAIN ST JAMESTOWN CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.115755, -105.387809,35.9942835,-79.9353144
FA0002484,LITTLE CAESARS,1753 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.19018, -105.102335,40.1905526,-105.1024992
FA0001124,WINCHELLS DONUT,502 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.167586, -105.102506,40.1676049,-105.1022791
FA0001192,TANGERINE RESTAURANT,379 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.165426, -105.102514,40.1654255,-105.1029414
FA0000639,MCCARTHYS PUB,30 S MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,40.15861, -105.102533,40.15862569999999,-105.1021878
FA0004906,AFC SUSHI @ SAFEWAY #2910,1632 HOVER RD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.187969, -105.13092,40.1880332,-105.1293675
FA0001114,BENNYS TACOS,345 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.164874, -105.102515,40.1648783,-105.1027959
FA0002823,EAST MOON ASIAN BISTRO II,2144 MAIN ST UNIT 1 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.19725, -105.102419,40.1973648,-105.1009545
FA0000748,IL PASTAIO,3075 ARAPAHOE RD UNIT B BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,,,40.0150595,-105.2519596
FA0000582,SANTO,1265 ALPINE AVE BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.025518, -105.280981,40.0259872,-105.2811539
FA0003034,FLIGHT DECK GRILL (MOBILE),1509 9TH AVE LONGMONT CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.174001, -105.118261,40.1738191,-105.1182895
FA0001512,COURTYARD BY MARRIOTT 1067,1410 DRY CREEK DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.140586, -105.13375,40.1406191,-105.1328852
FA0000961,SALT,1047 PEARL ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.017595, -105.281449,40.0177859,-105.2815615
FA0000790,VINA PHO AND GRILL,1630 30TH ST UNIT B BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.0153, -105.253607,40.015327,-105.2533607
FA0000674,ATTIC BAR AND BISTRO,949 WALNUT ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.016316, -105.282356,40.01655299999999,-105.2824109
