facility_name_plus,violations
BOULDER - MURPHYS SOUTH - 657 S BROADWAY ST,2014-03-04 - food temperature control - cold hold at 41 degrees or less_2014-03-04 - food temperature control - required cooking temperature_2014-03-04 - food source - wholesome free of spoilage_2014-03-04 - personnel - smoking eating drinking_2014-03-04 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-03-11 - toilets/handwashing - soap and drying devices_2016-03-11 - personnel - no bare hand contact_2016-03-11 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-03-11 - equipment/utensil cleaning - mechanical_2016-03-11 - food temperature control - cold hold at 41 degrees or less_2016-03-11 - food source - wholesome free of spoilage_2016-03-11 - personnel - hands washed as needed_2016-03-11 - food source - cross contamination_2017-01-13 - food temperature control - cold hold at 41 degrees or less_2017-01-13 - food temperature control - cooling methods_2017-01-13 - personnel - hands washed as needed_2017-01-13 - food source - consumer advisory_2017-01-13 - pest control - pesticide application_2017-01-13 - toilets/handwashing - soap and drying devices_2018-01-24 - personnel - hands washed as needed_2018-01-24 - food temperature control - cold hold at 41 degrees or less_
BOULDER - MUSTARDS LAST STAND - 1719 BROADWAY ST,2016-02-24 - food temperature control - food thermometer_2018-04-13 - food temperature control - cold hold at 41 degrees or less_
BOULDER - MY NEIGHBOR FELIX - 901 PEARL ST,2016-04-07 - food source - haccp plan_2016-04-07 - poisons/toxins - properly labeled_2019-01-30 - personnel - hands clean & properly washed_2019-01-30 - food temperature control - proper cold holding temperatures_2019-01-30 - food source - compliance with variance / specialized process / haccp_2019-01-30 - personnel - procedures for responding to vomiting and diarrheal events_2019-01-30 - personnel - no bare hand contact with rte food or a pre-approved alternative procedure properly allowed_2019-11-08 - food temperature control - proper cooling time and temperature_2019-11-08 - equipment/utensil cleaning - food contact surfaces; cleaned & sanitized_2019-11-08 - food source - compliance with variance / specialized process / haccp_
BOULDER - MY RAMEN & IZAKAYA - 3280 28TH ST UNIT 2,"2014-01-13 - personnel - no bare hand contact_2014-01-13 - poisons/toxins - properly stored_2014-01-13 - personnel - hygienic practices_2014-01-13 - food temperature control - cold hold at 41 degrees or less_2017-08-14 - equipment/utensil cleaning - wiping cloths_2017-08-14 - food labeling/protection - food protected from contamination_2017-08-14 - food labeling/protection - original container properly labeled_2017-08-14 - utensils - equipment utensils provided used, stored_2017-08-14 - poisons/toxins - properly labeled_"
BOULDER - NAKED LUNCH - 3301 ARAPAHOE AVE UNIT E166,2015-03-16 - food temperature control - cold hold at 41 degrees or less_2017-03-27 - toilets/handwashing - soap and drying devices_2017-03-27 - food source - consumer advisory_2019-03-06 - personnel - procedures for responding to vomiting and diarrheal events_2019-03-06 - food temperature control - proper cold holding temperatures_2019-03-06 - equipment/utensil cleaning - food contact surfaces; cleaned & sanitized_2019-03-06 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_
BOULDER - NAROPA CAFE/COMMUNITY TABLE KITCHEN - 6287 ARAPAHOE AVE,2014-09-16 - poisons/toxins - properly stored_2014-09-16 - equipment/utensil cleaning - chemical test kits provided accessible_2014-09-16 - food labeling/protection - food protected from contamination_2014-09-16 - personnel - no bare hand contact_2014-09-16 - food temperature control - food thermometer_2014-09-16 - toilets/handwashing - soap and drying devices_2014-09-16 - physical facilities - floors walls ceilings_2016-08-23 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-08-23 - equipment/utensil cleaning - chemical test kits provided accessible_2016-08-23 - equipment/utensil cleaning - mechanical_2016-08-23 - toilets/handwashing - soap and drying devices_2019-10-09 - personnel - procedures for responding to vomiting and diarrheal events_2019-10-09 - equipment/utensil cleaning - food contact surfaces; cleaned & sanitized_2019-10-09 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-09 - personnel - certified food protection manager_
BOULDER - NATIVE FOODS CAFE - 1675 29TH ST UNIT 1272,2014-05-30 - food temperature control - cold hold at 41 degrees or less_2014-05-30 - personnel - hygienic practices_2017-03-27 - food temperature control - cold hold at 41 degrees or less_2017-03-27 - personnel - hands washed as needed_2017-03-27 - personnel - smoking eating drinking_2018-06-07 - food temperature control - cold hold at 41 degrees or less_2019-12-09 - equipment/utensil cleaning - food contact surfaces; cleaned & sanitized_
BOULDER - NCAR - 3450 MITCHELL LN BLDG 2,2013-05-24 - food source - wholesome free of spoilage_2013-05-24 - personnel - hands washed as needed_2013-05-24 - equipment/utensil cleaning - manual_2013-05-24 - food temperature control - cold hold at 41 degrees or less_2015-02-03 - toilets/handwashing - accessible_2015-02-03 - equipment/utensil cleaning - in place_2015-02-03 - food temperature control - cold hold at 41 degrees or less_2015-02-03 - food temperature control - adequate equipment to maintain food temperatures_2017-08-08 - personnel - hands washed as needed_
BOULDER - ND STREETBAR - 1035 PEARL ST,2015-09-08 - food temperature control - cold hold at 41 degrees or less_2015-09-08 - food labeling/protection - food protected from contamination_2017-03-13 - personnel - no bare hand contact_2017-05-11 - food temperature control - cooling methods_2018-10-17 - toilets/handwashing - soap and drying devices_
BOULDER - NEPAL CUISINE - 4720 TABLE MESA DR,2014-12-03 - water/sewage/plumbing - hot and cold water under pressure_2016-12-08 - pest control - pesticide application_2016-12-08 - poisons/toxins - properly labeled_
BOULDER - NICK N WILLYS PIZZA - 805 PEARL ST,2016-01-11 - food source - cross contamination_2016-01-11 - food labeling/protection - food protected from contamination_2016-01-11 - equipment/utensil cleaning - non-food contact surfaces cleaning_2016-01-11 - poisons/toxins - properly labeled_2017-09-14 - food temperature control - cold hold at 41 degrees or less_2017-09-14 - personnel - no bare hand contact_2017-09-14 - food source - cross contamination_
BOULDER - NITRO CLUB - 1124 PEARL ST,2015-09-06 - food temperature control - food thermometer_2015-09-06 - water/sewage/plumbing - hot and cold water under pressure_2017-08-25 - poisons/toxins - properly labeled_2017-08-25 - water/sewage/plumbing - hot and cold water under pressure_2017-08-25 - water/sewage/plumbing - backflow back siphonage_
BOULDER - NO QUE NO (MOBILE) - 4920 PEARL ST UNIT D,"2019-10-09 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-09 - poisons/toxins - toxic substances properly identified, stored & used_2019-10-09 - personnel - procedures for responding to vomiting and diarrheal events_2019-10-09 - food temperature control - proper cooling methods used; adequate equipment for temperature control_2019-10-09 - food temperature control - proper cold holding temperatures_2019-10-09 - food source - proper date marking and disposition_2019-10-09 - personnel - certified food protection manager_"
BOULDER - NOODLES AND COMPANY #102 - 1245 ALPINE AVE,2016-05-06 - personnel - smoking eating drinking_2016-05-06 - personnel - hygienic practices_2017-07-13 - water/sewage/plumbing - plumbing installed maintained_
BOULDER - NOODLES AND COMPANY #146 - 1600 28TH ST UNIT 1208,2013-01-17 - food temperature control - cold hold at 41 degrees or less_2016-01-05 - physical facilities - locker rooms_2016-01-05 - personnel - smoking eating drinking_2016-01-05 - physical facilities - floors walls ceilings_
BOULDER - NOODLES AND COMPANY #150 - 2602 BASELINE RD UNIT 150,2013-09-19 - poisons/toxins - properly labeled_2016-01-13 - physical facilities - locker rooms_
BOULDER - NOPALITOS - 2850 IRIS AVE UNIT H,2014-03-05 - personnel - smoking eating drinking_2014-03-05 - equipment/utensil cleaning - chemical test kits provided accessible_2014-03-05 - utensils - no reuse of single service articles_2014-03-05 - water/sewage/plumbing - hot and cold water under pressure_2014-03-05 - food source - consumer advisory_2014-03-05 - equipment design/contstruction - food-contact surfaces construction_2014-03-05 - poisons/toxins - properly used_2014-03-05 - equipment design/contstruction - non-food contact surfaces construction_2015-03-24 - equipment/utensil cleaning - chemical test kits provided accessible_2015-03-24 - poisons/toxins - properly labeled_2015-03-24 - food labeling/protection - original container properly labeled_2015-03-24 - utensils - single service articles stored dispensed used_2015-03-24 - personnel - smoking eating drinking_2015-03-24 - personnel - no bare hand contact_2015-03-24 - toilets/handwashing - accessible_2015-03-24 - food temperature control - cold hold at 41 degrees or less_2017-02-14 - personnel - hands washed as needed_2017-02-14 - food temperature control - hot hold at 135 degrees farenheit or greater_2017-02-14 - food labeling/protection - food protected from contamination_2017-02-14 - food temperature control - cold hold at 41 degrees or less_2017-08-22 - equipment/utensil cleaning - mechanical_2017-08-22 - pest control - evidence of insects or rodents_2018-02-02 - food temperature control - cooling methods_2019-07-25 - food source - proper date marking and disposition_2019-07-25 - personnel - certified food protection manager_2019-07-25 - food temperature control - proper hot holding temperatures_
BOULDER - OAK AT FOURTEENTH - 1400 PEARL ST,"2014-09-23 - food temperature control - cold hold at 41 degrees or less_2014-09-23 - personnel - no bare hand contact_2014-09-23 - toilets/handwashing - soap and drying devices_2016-08-26 - food temperature control - cooling methods_2016-08-26 - food source - haccp plan_2016-08-26 - personnel - hands washed as needed_2016-08-26 - food temperature control - cold hold at 41 degrees or less_2016-08-26 - personnel - hygienic practices_2016-08-26 - personnel - no bare hand contact_2017-04-24 - utensils - equipment utensils provided used, stored_2017-04-24 - personnel - no bare hand contact_2017-12-19 - food source - haccp plan_2017-12-19 - food source - cross contamination_"
BOULDER - OREGANOS PIZZA BISTRO - 2690 BASELINE RD,2013-02-19 - personnel - hygienic practices_2013-02-19 - physical facilities - floors walls ceilings_2013-02-19 - food labeling/protection - food protected from contamination_2013-02-19 - water/sewage/plumbing - hot and cold water under pressure_2013-02-19 - equipment/utensil cleaning - food contact surfaces cleaning_2013-02-19 - pest control - pesticide application_2013-02-19 - food source - wholesome free of spoilage_2013-02-19 - utensils - single service articles stored dispensed used_2013-02-19 - equipment design/contstruction - non-food contact surfaces construction_2016-03-01 - food temperature control - cold hold at 41 degrees or less_2016-03-01 - water/sewage/plumbing - hot and cold water under pressure_2016-03-01 - personnel - hygienic practices_2016-03-01 - personnel - hands washed as needed_2019-09-17 - food source - proper date marking and disposition_2019-09-17 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_
BOULDER - ORGANIC SANDWICH COMPANY - 1500 PEARL ST UNIT F,2015-04-10 - poisons/toxins - properly stored_2015-04-10 - food labeling/protection - original container properly labeled_2016-11-30 - food source - consumer advisory_2016-11-30 - equipment/utensil cleaning - manual_2016-11-30 - poisons/toxins - properly labeled_2019-06-05 - food source - compliance with variance / specialized process / haccp_2019-06-05 - personnel - procedures for responding to vomiting and diarrheal events_2019-06-05 - food temperature control - proper cooking time & temperatures_2019-06-05 - physical facilities - adequate ventilation & lighting; designated areas used_2019-06-05 - personnel - hands clean & properly washed_
